{'algo': 'ppo',
 'device': 'cuda',
 'episode_length': 500,
 'game_name': 'olympics-running',
 'load_episode': 900,
 'load_model': False,
 'load_run': 2,
 'map': 2,
 'max_episodes': 1500,
 'render': False,
 'save_interval': 100,
 'seed': 1,
 'shuffle_map': False}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /dssg/home/acct-stu/stu486/OlympicsProject/rl_trainer/models/olympics-running/ppo/run2
Episode:  1148 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.27 ; Trained episode: 105
Episode:  1149 controlled agent:  1 ; Episode Return:  -375.0 ; win rate(controlled & opponent):  0.06 0.27 ; Trained episode: 105
Episode:  1150 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.27 ; Trained episode: 105
Episode:  1151 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.26 ; Trained episode: 105
Episode:  1152 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.25 ; Trained episode: 105
Episode:  1153 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.24 ; Trained episode: 105
Episode:  1154 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.24 ; Trained episode: 105
Episode:  1155 controlled agent:  1 ; Episode Return:  -449.0 ; win rate(controlled & opponent):  0.06 0.24 ; Trained episode: 105
Episode:  1156 controlled agent:  1 ; Episode Return:  -308.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 105
Episode:  1157 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 106
Episode:  1158 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 106
Episode:  1159 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 106
Episode:  1160 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 106
Episode:  1161 controlled agent:  1 ; Episode Return:  -431.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 106
Episode:  1162 controlled agent:  1 ; Episode Return:  -238.0 ; win rate(controlled & opponent):  0.06 0.24 ; Trained episode: 106
Episode:  1163 controlled agent:  1 ; Episode Return:  -298.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 106
Episode:  1164 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 107
Episode:  1165 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 107
Episode:  1166 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 107
Episode:  1167 controlled agent:  1 ; Episode Return:  -278.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 107
Episode:  1168 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 107
Episode:  1169 controlled agent:  1 ; Episode Return:  -148.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 107
Episode:  1170 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 107
Episode:  1171 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 107
Episode:  1172 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 107
Episode:  1173 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 107
Episode:  1174 controlled agent:  1 ; Episode Return:  -215.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 107
Episode:  1175 controlled agent:  1 ; Episode Return:  -271.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 107
Episode:  1176 controlled agent:  1 ; Episode Return:  -460.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 107
Episode:  1177 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 107
Episode:  1178 controlled agent:  1 ; Episode Return:  -387.0 ; win rate(controlled & opponent):  0.08 0.24 ; Trained episode: 107
Episode:  1179 controlled agent:  1 ; Episode Return:  -351.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 108
Episode:  1180 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 108
Episode:  1181 controlled agent:  1 ; Episode Return:  -148.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 108
Episode:  1182 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 108
Episode:  1183 controlled agent:  1 ; Episode Return:  -158.0 ; win rate(controlled & opponent):  0.07 0.27 ; Trained episode: 108
Episode:  1184 controlled agent:  1 ; Episode Return:  -128.0 ; win rate(controlled & opponent):  0.07 0.28 ; Trained episode: 108
Episode:  1185 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1186 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1187 controlled agent:  1 ; Episode Return:  -122.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 108
Episode:  1188 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1189 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1190 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1191 controlled agent:  1 ; Episode Return:  -252.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1192 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1193 controlled agent:  1 ; Episode Return:  -212.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 108
Episode:  1194 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 108
Episode:  1195 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 108
Episode:  1196 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 108
Episode:  1197 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 108
Episode:  1198 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1199 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.28 ; Trained episode: 108
Episode:  1200 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.27 ; Trained episode: 108
Episode:  1201 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.27 ; Trained episode: 108
Episode:  1202 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.26 ; Trained episode: 108
Episode:  1203 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.26 ; Trained episode: 108
Episode:  1204 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.26 ; Trained episode: 108
Episode:  1205 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.26 ; Trained episode: 108
Episode:  1206 controlled agent:  1 ; Episode Return:  -372.0 ; win rate(controlled & opponent):  0.06 0.26 ; Trained episode: 108
Episode:  1207 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.05 0.26 ; Trained episode: 108
Episode:  1208 controlled agent:  1 ; Episode Return:  -464.0 ; win rate(controlled & opponent):  0.05 0.27 ; Trained episode: 108
Episode:  1209 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.05 0.27 ; Trained episode: 108
Episode:  1210 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.05 0.27 ; Trained episode: 108
Episode:  1211 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.05 0.26 ; Trained episode: 108
Episode:  1212 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.05 0.25 ; Trained episode: 108
Episode:  1213 controlled agent:  1 ; Episode Return:  -168.0 ; win rate(controlled & opponent):  0.06 0.25 ; Trained episode: 108
Episode:  1214 controlled agent:  1 ; Episode Return:  -334.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 109
Episode:  1215 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 110
Episode:  1216 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 110
Episode:  1217 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.24 ; Trained episode: 110
Episode:  1218 controlled agent:  1 ; Episode Return:  -379.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 110
Episode:  1219 controlled agent:  1 ; Episode Return:  -312.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 110
Episode:  1220 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.26 ; Trained episode: 110
Episode:  1221 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 110
Episode:  1222 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.25 ; Trained episode: 110
Episode:  1223 controlled agent:  1 ; Episode Return:  -382.0 ; win rate(controlled & opponent):  0.08 0.25 ; Trained episode: 110
Episode:  1224 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.25 ; Trained episode: 111
Episode:  1225 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.25 ; Trained episode: 111
Episode:  1226 controlled agent:  1 ; Episode Return:  -272.0 ; win rate(controlled & opponent):  0.08 0.26 ; Trained episode: 111
Episode:  1227 controlled agent:  1 ; Episode Return:  -148.0 ; win rate(controlled & opponent):  0.08 0.27 ; Trained episode: 111
Episode:  1228 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.27 ; Trained episode: 111
Episode:  1229 controlled agent:  1 ; Episode Return:  -374.0 ; win rate(controlled & opponent):  0.08 0.27 ; Trained episode: 111
Episode:  1230 controlled agent:  1 ; Episode Return:  -285.0 ; win rate(controlled & opponent):  0.08 0.28 ; Trained episode: 111
Episode:  1231 controlled agent:  1 ; Episode Return:  -267.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 111
Episode:  1232 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 111
Episode:  1233 controlled agent:  1 ; Episode Return:  -333.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 111
Episode:  1234 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 111
Episode:  1235 controlled agent:  1 ; Episode Return:  -221.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 111
Episode:  1236 controlled agent:  1 ; Episode Return:  -426.0 ; win rate(controlled & opponent):  0.08 0.31 ; Trained episode: 111
Episode:  1237 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.31 ; Trained episode: 111
Episode:  1238 controlled agent:  1 ; Episode Return:  -386.0 ; win rate(controlled & opponent):  0.08 0.31 ; Trained episode: 111
Episode:  1239 controlled agent:  1 ; Episode Return:  -269.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 111
Episode:  1240 controlled agent:  1 ; Episode Return:  -400.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 111
Episode:  1241 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.32 ; Trained episode: 111
Episode:  1242 controlled agent:  1 ; Episode Return:  -158.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 111
Episode:  1243 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.31 ; Trained episode: 112
Episode:  1244 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.31 ; Trained episode: 112
Episode:  1245 controlled agent:  1 ; Episode Return:  -291.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 112
Episode:  1246 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 112
Episode:  1247 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 112
Episode:  1248 controlled agent:  1 ; Episode Return:  -221.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 112
Episode:  1249 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 112
Episode:  1250 controlled agent:  1 ; Episode Return:  -202.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 112
Episode:  1251 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 112
Episode:  1252 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 112
Episode:  1253 controlled agent:  1 ; Episode Return:  -348.0 ; win rate(controlled & opponent):  0.08 0.33 ; Trained episode: 112
Episode:  1254 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.33 ; Trained episode: 113
Episode:  1255 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.32 ; Trained episode: 113
Episode:  1256 controlled agent:  1 ; Episode Return:  -262.0 ; win rate(controlled & opponent):  0.08 0.32 ; Trained episode: 113
Episode:  1257 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.32 ; Trained episode: 114
Episode:  1258 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.32 ; Trained episode: 114
Episode:  1259 controlled agent:  1 ; Episode Return:  -453.0 ; win rate(controlled & opponent):  0.08 0.33 ; Trained episode: 114
Episode:  1260 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.33 ; Trained episode: 114
Episode:  1261 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.32 ; Trained episode: 114
Episode:  1262 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.31 ; Trained episode: 114
Episode:  1263 controlled agent:  1 ; Episode Return:  -321.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1264 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1265 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1266 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1267 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.31 ; Trained episode: 114
Episode:  1268 controlled agent:  1 ; Episode Return:  -345.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1269 controlled agent:  1 ; Episode Return:  -303.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1270 controlled agent:  1 ; Episode Return:  -340.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 114
Episode:  1271 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 114
Episode:  1272 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 114
Episode:  1273 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.33 ; Trained episode: 114
Episode:  1274 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1275 controlled agent:  1 ; Episode Return:  -464.0 ; win rate(controlled & opponent):  0.07 0.32 ; Trained episode: 114
Episode:  1276 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.31 ; Trained episode: 114
Episode:  1277 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.31 ; Trained episode: 114
Episode:  1278 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.31 ; Trained episode: 114
Episode:  1279 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.30 ; Trained episode: 114
Episode:  1280 controlled agent:  1 ; Episode Return:  -464.0 ; win rate(controlled & opponent):  0.06 0.31 ; Trained episode: 114
Episode:  1281 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.30 ; Trained episode: 114
Episode:  1282 controlled agent:  1 ; Episode Return:  -270.0 ; win rate(controlled & opponent):  0.06 0.31 ; Trained episode: 114
Episode:  1283 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.30 ; Trained episode: 114
Episode:  1284 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.29 ; Trained episode: 114
Episode:  1285 controlled agent:  1 ; Episode Return:  -312.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 114
Episode:  1286 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1287 controlled agent:  1 ; Episode Return:  -223.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1288 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1289 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1290 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1291 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.28 ; Trained episode: 115
Episode:  1292 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.28 ; Trained episode: 115
Episode:  1293 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.27 ; Trained episode: 115
Episode:  1294 controlled agent:  1 ; Episode Return:  -372.0 ; win rate(controlled & opponent):  0.07 0.28 ; Trained episode: 115
Episode:  1295 controlled agent:  1 ; Episode Return:  -294.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1296 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.29 ; Trained episode: 115
Episode:  1297 controlled agent:  1 ; Episode Return:  -87.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 115
Episode:  1298 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 116
Episode:  1299 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 116
Episode:  1300 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 116
Episode:  1301 controlled agent:  1 ; Episode Return:  -384.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 116
Episode:  1302 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 116
Episode:  1303 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 116
Episode:  1304 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 116
Episode:  1305 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.30 ; Trained episode: 116
Episode:  1306 controlled agent:  1 ; Episode Return:  -228.0 ; win rate(controlled & opponent):  0.09 0.29 ; Trained episode: 116
Episode:  1307 controlled agent:  1 ; Episode Return:  -309.0 ; win rate(controlled & opponent):  0.09 0.30 ; Trained episode: 117
Episode:  1308 controlled agent:  1 ; Episode Return:  -319.0 ; win rate(controlled & opponent):  0.10 0.29 ; Trained episode: 117
Episode:  1309 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.10 0.29 ; Trained episode: 118
Episode:  1310 controlled agent:  1 ; Episode Return:  -88.0 ; win rate(controlled & opponent):  0.11 0.29 ; Trained episode: 118
Episode:  1311 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.11 0.29 ; Trained episode: 119
Episode:  1312 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.11 0.29 ; Trained episode: 119
Episode:  1313 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.10 0.29 ; Trained episode: 119
Episode:  1314 controlled agent:  1 ; Episode Return:  -240.0 ; win rate(controlled & opponent):  0.09 0.30 ; Trained episode: 119
Episode:  1315 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.30 ; Trained episode: 119
Episode:  1316 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.30 ; Trained episode: 119
Episode:  1317 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.30 ; Trained episode: 119
Episode:  1318 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.29 ; Trained episode: 119
Episode:  1319 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.28 ; Trained episode: 119
Episode:  1320 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.28 ; Trained episode: 119
Episode:  1321 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.28 ; Trained episode: 119
Episode:  1322 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.28 ; Trained episode: 119
Episode:  1323 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.28 ; Trained episode: 119
Episode:  1324 controlled agent:  1 ; Episode Return:  -457.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 119
Episode:  1325 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.29 ; Trained episode: 119
Episode:  1326 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.28 ; Trained episode: 119
Episode:  1327 controlled agent:  1 ; Episode Return:  -193.0 ; win rate(controlled & opponent):  0.08 0.28 ; Trained episode: 119
Episode:  1328 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.28 ; Trained episode: 119
Episode:  1329 controlled agent:  1 ; Episode Return:  -163.0 ; win rate(controlled & opponent):  0.08 0.28 ; Trained episode: 119
Episode:  1330 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.27 ; Trained episode: 119
Episode:  1331 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.26 ; Trained episode: 119
Episode:  1332 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.26 ; Trained episode: 119
Episode:  1333 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.25 ; Trained episode: 119
Episode:  1334 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.25 ; Trained episode: 119
Episode:  1335 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.24 ; Trained episode: 119
Episode:  1336 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 119
Episode:  1337 controlled agent:  1 ; Episode Return:  -475.0 ; win rate(controlled & opponent):  0.08 0.24 ; Trained episode: 119
Episode:  1338 controlled agent:  1 ; Episode Return:  -257.0 ; win rate(controlled & opponent):  0.09 0.23 ; Trained episode: 119
Episode:  1339 controlled agent:  1 ; Episode Return:  -468.0 ; win rate(controlled & opponent):  0.09 0.23 ; Trained episode: 120
Episode:  1340 controlled agent:  1 ; Episode Return:  -128.0 ; win rate(controlled & opponent):  0.09 0.23 ; Trained episode: 120
Episode:  1341 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.09 0.23 ; Trained episode: 120
Episode:  1342 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1343 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1344 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1345 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.22 ; Trained episode: 120
Episode:  1346 controlled agent:  1 ; Episode Return:  -336.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1347 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1348 controlled agent:  1 ; Episode Return:  -396.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1349 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.23 ; Trained episode: 120
Episode:  1350 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.22 ; Trained episode: 120
Episode:  1351 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.22 ; Trained episode: 120
Episode:  1352 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.08 0.22 ; Trained episode: 120
Episode:  1353 controlled agent:  1 ; Episode Return:  -325.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 120
Episode:  1354 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 120
Episode:  1355 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.07 0.23 ; Trained episode: 120
Episode:  1356 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.23 ; Trained episode: 120
Episode:  1357 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(controlled & opponent):  0.06 0.23 ; Trained episode: 120
